Time[s],X[m],Y[m],Yaw[rad],V[m/s],steering angle[rad],acceleration[m/s^2],calculation time[ms],progressed distance[m]
21.400000000000034,-21.118496271572887,1.0371687613700185,2.8486119207554133,5.555555555555547,-0.38438792693762003,1.244562680233131e-12,1.2121,119.1216321421491
21.500000000000036,-21.60514910296515,1.3050196434321353,2.79760769408458,5.5555555555554585,-0.3575269131261694,-8.859818694354035e-13,1.0286,119.67536070159815
21.600000000000037,-22.0808340717025,1.5919097081006388,2.749355970268459,5.555555555555378,-0.3391452588747147,-8.099430778354251e-13,0.9928,120.22922555070049
21.70000000000004,-22.544695361535986,1.8975560390880308,2.7031113011345553,5.555555555555321,-0.3256520189661061,-5.646474314679821e-13,1.0788,120.78319523867589
21.80000000000004,-22.998189751712324,2.2183941423239153,2.660033609029633,5.555555555555459,-0.30421228653131865,1.3814607227187852e-12,0.7242,121.3373243777384
21.90000000000004,-23.440130951081546,2.554974551184463,2.618869191659791,5.555555555555595,-0.29117495986523034,1.35842779956694e-12,0.7227,121.89153550987423
22.000000000000043,-23.870297028857863,2.906484176286561,2.579380503562467,5.555555555555703,-0.2797057570786351,1.0777980197234874e-12,0.7191,122.44579814686712
22.100000000000044,-24.289179377445016,3.271372205770103,2.5418222592263033,5.555555555555576,-0.2664366677122346,-1.266537566069467e-12,1.1651,123.00013351754622
22.200000000000045,-24.696776793729132,3.648828572364906,2.5059947724253004,5.555555555555668,-0.25449046981619844,9.238685733809203e-13,0.6728,123.55451806818196
22.300000000000047,-25.092304327211547,4.038916840226384,2.471227041857624,5.555555555555533,-0.24715330568634566,-1.3543533611102852e-12,0.9246,124.1089183062836
22.40000000000005,-25.475925418499184,4.440722447513504,2.4375970191621095,5.555555555555428,-0.23925805279901008,-1.0446966446075608e-12,0.9622,124.66333828368695
22.50000000000005,-25.84770275209652,4.853513409714461,2.40506991446958,5.555555555555406,-0.2315865168884357,-2.24778405889866e-13,0.8606,125.21777655261432
22.60000000000005,-26.20698646040053,5.277224453002595,2.3731869443852256,5.5555555555555305,-0.22709825345341764,1.2451049242709768e-12,0.4065,125.77221582163148
22.700000000000053,-26.55373073751682,5.711258183377002,2.34194555165108,5.555555555555455,-0.22262215440041896,-7.593224426796253e-13,0.3053,126.32664626785154
22.800000000000054,-26.887521077974693,6.155331999856304,2.311125844635937,5.555555555554951,-0.2196771483298801,-5.0343225759236895e-12,1.004,126.88105864990378
22.900000000000055,-27.208114917152617,6.609025376720124,2.28065127337115,5.555555555553805,-0.21726499457538415,-1.1467133664952448e-11,0.8192,127.4354499920704
23.000000000000057,-27.51501614344796,7.0720911999722125,2.2503234263328604,5.555555555555569,-0.21623906194982712,1.764354137600357e-11,0.3024,127.98981772469364
23.10000000000006,-27.808032673162504,7.544065638866121,2.2201487198703393,5.555555555556011,-0.21516796289514248,4.424819914521502e-12,0.5001,128.54414020525698
23.20000000000006,-28.08599090409908,8.025061730149748,2.189628279722105,5.555555555556122,-0.21758566309549002,1.1091891167934238e-12,0.5152,129.0984039811375
23.30000000000006,-28.34913991642418,8.514316892471639,2.159106929183718,5.555555555555702,-0.21759202733508642,-4.204378035049917e-12,0.9465,129.65262412489236
23.400000000000063,-28.596674048214005,9.011654240685065,2.1283114950001267,5.555555555555833,-0.21950755721228074,1.314344299378148e-12,0.5246,130.20677960964233
23.500000000000064,-28.827401859608294,9.517006794792673,2.096855570911334,5.555555555555827,-0.22411949950461188,-6.348112502563879e-14,0.6009,130.76083158328518
23.600000000000065,-29.0409850618247,10.029839969727583,2.064862011021895,5.555555555555551,-0.22786923892270747,-2.7621024742824757e-12,1.1103,131.31479688153362
23.700000000000067,-29.236694552210423,10.549755723310321,2.0322341685761707,5.555555555555274,-0.2322879265574042,-2.767659912596909e-12,0.6777,131.86869849161758
